order_id,product_id,category,region,sales_amount,quantity,customer_age,customer_gender,order_date
433,1017,Accessories,West,1153.35,5,26,Male,4/27/2024
434,1003,Home Goods,North,997.64,2,59,Male,1/28/2024
435,1077,Apparel,North,522.03,4,55,Male,3/15/2024
436,1114,Home Goods,South,2219.77,6,21,Non-Binary,3/4/2024
437,1120,Apparel,South,2111.16,10,41,Male,1/27/2024
438,1076,Sneakers,South,482.93,10,53,Male,5/25/2024
439,1042,Sneakers,North,4533.86,10,18,Female,5/11/2024
440,1051,Home Goods,West,1086.23,4,50,Non-Binary,3/19/2024
441,1036,Home Goods,West,3860.29,10,40,Female,5/13/2024
442,1167,Sneakers,West,1485.97,10,21,Non-Binary,2/3/2024
443,1049,Apparel,East,971.3,8,70,Non-Binary,3/31/2024
444,1060,Sneakers,North,493.64,2,27,Male,5/9/2024
445,1159,Apparel,West,2749.39,9,68,Non-Binary,4/16/2024
446,1051,Home Goods,South,2511.81,10,43,Non-Binary,2/8/2024
447,1065,Apparel,South,1334.42,4,36,Non-Binary,2/6/2024
448,1127,Accessories,West,1175.54,3,20,Male,1/23/2024
449,1157,Electronics,North,3242.13,9,26,Female,5/26/2024
450,1003,Home Goods,North,2187.22,5,27,Non-Binary,4/10/2024
451,1025,Sneakers,East,144.81,3,70,Non-Binary,3/7/2024
452,1016,Home Goods,West,4829.12,10,22,Female,5/11/2024
453,1025,Sneakers,West,109.68,8,40,Male,1/17/2024
454,1132,Electronics,North,1359.86,4,68,Male,5/1/2024
455,1126,Electronics,East,1009.16,3,18,Female,1/15/2024
456,1184,Sneakers,East,964.62,7,24,Male,3/7/2024
457,1031,Home Goods,North,1387.03,7,31,Non-Binary,1/27/2024
458,1173,Home Goods,West,771.21,2,29,Non-Binary,5/26/2024
459,1189,Home Goods,East,371.77,3,38,Female,3/16/2024
460,1020,Apparel,West,676.56,5,18,Non-Binary,3/21/2024
461,1040,Sneakers,East,2193.32,7,33,Female,2/19/2024
462,1158,Accessories,North,1845.9,7,25,Male,2/11/2024
463,1020,Apparel,South,2063.47,7,34,Non-Binary,5/29/2024
464,1148,Sneakers,North,137.93,2,52,Male,4/29/2024
465,1028,Apparel,North,2369.29,5,32,Non-Binary,3/31/2024
466,1107,Sneakers,North,1796.6,9,23,Female,4/30/2024
467,1144,Sneakers,West,706.88,2,48,Male,2/6/2024
468,1070,Accessories,North,980.8,4,21,Male,3/3/2024
469,1132,Electronics,North,1439.93,8,68,Non-Binary,5/10/2024
470,1011,Apparel,South,276.68,1,67,Non-Binary,1/15/2024
471,1179,Sneakers,West,2397.07,10,52,Female,4/5/2024
472,1058,Accessories,North,3115.48,8,38,Non-Binary,3/2/2024
473,1197,Accessories,West,1309.42,4,70,Female,2/8/2024
474,1146,Home Goods,North,771.36,3,27,Non-Binary,2/4/2024
475,1080,Home Goods,North,3965.82,9,41,Male,2/1/2024
476,1004,Apparel,West,2993.24,6,38,Non-Binary,2/13/2024
477,1190,Sneakers,West,2988.58,6,64,Female,5/26/2024
478,1098,Accessories,West,562.98,5,32,Male,5/26/2024
479,1043,Apparel,South,460.96,10,34,Female,5/15/2024
480,1068,Apparel,South,532.97,3,49,Female,3/11/2024
481,1014,Accessories,North,1100.93,4,65,Non-Binary,2/25/2024
482,1107,Sneakers,West,866.29,5,59,Non-Binary,3/28/2024
483,1001,Sneakers,West,2719.87,9,56,Non-Binary,2/2/2024
484,1107,Sneakers,East,2790.48,7,65,Non-Binary,1/17/2024
485,1083,Apparel,South,1410.08,7,64,Female,5/27/2024
486,1086,Electronics,West,1227.83,5,59,Female,5/13/2024
487,1102,Home Goods,West,74.47,2,62,Male,1/3/2024
488,1067,Accessories,East,2362.77,10,36,Male,1/28/2024
489,1082,Accessories,West,1950.83,4,39,Male,4/15/2024
490,1102,Home Goods,East,1739.82,10,42,Female,5/13/2024
491,1045,Sneakers,West,212.11,4,53,Female,1/29/2024
492,1055,Apparel,West,1812.06,10,37,Male,2/11/2024
493,1074,Home Goods,North,2675.35,6,64,Female,2/25/2024
494,1109,Accessories,South,783.91,7,46,Male,2/20/2024
495,1152,Electronics,North,1154.08,4,31,Female,5/5/2024
496,1094,Electronics,East,4430,9,70,Female,1/17/2024
497,1152,Electronics,North,1990.17,7,43,Non-Binary,3/18/2024
498,1170,Apparel,North,1527.54,10,29,Male,3/15/2024
499,1060,Sneakers,West,437.44,1,48,Non-Binary,5/15/2024
500,1008,Electronics,East,67.89,2,47,Non-Binary,1/26/2024
501,1067,Accessories,East,1289.01,3,70,Female,1/18/2024
502,1184,Sneakers,West,829.83,9,65,Male,4/12/2024
503,1189,Home Goods,North,4024.9,10,66,Female,2/10/2024
504,1145,Sneakers,South,181.24,2,26,Non-Binary,5/11/2024
505,1126,Electronics,East,1089.84,3,42,Male,2/24/2024
506,1062,Accessories,West,775.27,5,38,Female,1/15/2024
507,1088,Apparel,North,773.62,10,21,Non-Binary,4/23/2024
508,1153,Home Goods,East,381.38,3,44,Non-Binary,4/14/2024
509,1049,Apparel,South,692.16,5,59,Non-Binary,1/7/2024
510,1068,Apparel,East,1337.66,9,63,Male,3/4/2024
511,1111,Accessories,East,587.17,2,50,Female,4/25/2024
512,1058,Accessories,West,1002.85,6,61,Non-Binary,3/18/2024
513,1112,Apparel,East,1863.48,4,49,Female,2/5/2024
514,1145,Sneakers,East,1892.6,7,64,Male,1/7/2024
515,1152,Electronics,North,260.88,2,63,Male,1/22/2024
516,1091,Sneakers,West,1292.38,4,36,Non-Binary,2/12/2024
517,1027,Sneakers,East,572.67,8,48,Male,4/13/2024
518,1060,Sneakers,East,996.13,2,49,Male,2/25/2024
519,1128,Accessories,West,1238.17,8,59,Female,5/10/2024
520,1133,Apparel,North,305.81,1,19,Male,1/4/2024
521,1122,Electronics,South,744.67,2,50,Male,4/4/2024
522,1192,Electronics,East,1915.9,10,19,Male,2/23/2024
523,1169,Accessories,East,247.71,2,29,Female,1/20/2024
524,1012,Electronics,South,401.99,6,18,Male,4/17/2024
525,1099,Home Goods,South,2964.3,6,48,Female,3/18/2024
526,1077,Apparel,West,949.84,8,46,Male,2/16/2024
527,1163,Electronics,South,1149.41,5,20,Non-Binary,1/18/2024
528,1020,Apparel,East,208.72,1,50,Male,5/1/2024
529,1104,Electronics,South,1867.13,7,46,Non-Binary,3/4/2024
530,1049,Apparel,South,1876.24,4,32,Female,2/14/2024
531,1073,Accessories,West,1324.77,6,61,Male,2/27/2024
532,1089,Sneakers,East,1149.56,10,58,Female,2/5/2024
533,1005,Sneakers,North,1679.98,5,31,Male,4/10/2024
534,1016,Home Goods,West,3224.97,8,22,Non-Binary,4/22/2024
535,1150,Electronics,West,4285.93,9,66,Non-Binary,5/24/2024
536,1020,Apparel,South,181.15,2,21,Female,3/20/2024
537,1173,Home Goods,South,1740.49,4,56,Female,5/25/2024
538,1175,Accessories,West,531.44,2,42,Male,5/8/2024
539,1052,Sneakers,East,449.36,1,43,Male,5/8/2024
540,1124,Apparel,West,2429.45,9,68,Male,5/8/2024
541,1152,Electronics,West,697.41,4,58,Male,3/9/2024
542,1141,Sneakers,East,366.85,1,46,Male,2/12/2024
543,1146,Home Goods,North,2590.91,8,49,Male,3/9/2024
544,1029,Apparel,South,2717.82,8,60,Male,2/16/2024
545,1168,Accessories,South,1882.85,8,19,Non-Binary,3/17/2024
546,1117,Home Goods,East,311.74,1,65,Female,3/7/2024
547,1096,Electronics,North,1709.84,4,52,Non-Binary,5/2/2024
548,1003,Home Goods,West,656.47,3,19,Male,5/18/2024
549,1034,Accessories,South,2148.12,10,45,Female,4/11/2024
550,1007,Sneakers,North,4137,10,62,Female,1/7/2024
551,1196,Home Goods,South,263.5,1,40,Female,1/1/2024
552,1105,Apparel,West,350.05,2,49,Male,5/18/2024
553,1141,Sneakers,South,1641.7,6,32,Male,1/1/2024
554,1096,Electronics,West,373.26,4,59,Male,3/7/2024
555,1065,Apparel,East,814.09,5,19,Male,3/8/2024
556,1064,Electronics,West,1287.32,4,52,Non-Binary,4/14/2024
557,1047,Home Goods,South,2645.29,8,24,Male,3/23/2024
558,1100,Accessories,North,2797.33,6,28,Female,4/11/2024
559,1083,Apparel,North,304.11,1,48,Male,2/6/2024
560,1164,Sneakers,East,1653,4,46,Female,5/22/2024
561,1150,Electronics,East,1646.97,7,53,Male,3/19/2024
562,1188,Electronics,East,1307.94,4,46,Male,1/19/2024
563,1016,Home Goods,East,2923.78,6,65,Non-Binary,2/13/2024
564,1164,Sneakers,West,229.49,1,61,Female,2/27/2024
565,1093,Electronics,North,811.87,4,48,Non-Binary,3/22/2024
566,1074,Home Goods,West,819.56,4,67,Female,2/12/2024
567,1060,Sneakers,North,2759.37,9,25,Female,4/10/2024
568,1162,Sneakers,West,4030.74,10,40,Non-Binary,3/25/2024
569,1129,Home Goods,East,1256,6,41,Non-Binary,5/4/2024
570,1033,Apparel,East,3667.03,8,32,Male,4/7/2024
571,1140,Sneakers,North,4768.28,10,55,Female,3/22/2024
572,1099,Home Goods,West,960.38,8,39,Male,3/12/2024
573,1189,Home Goods,West,250.91,3,69,Male,1/10/2024
574,1032,Apparel,South,2218.3,9,56,Female,2/29/2024
575,1141,Sneakers,East,197.61,9,51,Non-Binary,4/29/2024
576,1044,Home Goods,East,389.14,3,31,Female,5/25/2024
577,1100,Accessories,West,785.39,2,30,Non-Binary,5/16/2024
578,1199,Accessories,North,922.99,3,42,Female,1/7/2024
579,1109,Accessories,East,332.03,4,47,Male,5/13/2024
580,1147,Accessories,North,367.88,2,55,Female,1/26/2024
581,1114,Home Goods,East,40.66,1,31,Female,1/1/2024
582,1046,Electronics,East,523.01,2,29,Male,1/10/2024
583,1031,Home Goods,East,3176.64,10,44,Male,3/28/2024
584,1043,Apparel,North,1117.12,6,48,Non-Binary,4/16/2024
585,1089,Sneakers,North,465.12,3,63,Female,3/31/2024
586,1044,Home Goods,East,340.58,2,40,Non-Binary,2/14/2024
587,1170,Apparel,West,3711.62,8,38,Male,1/21/2024
588,1001,Sneakers,West,784.95,9,38,Non-Binary,3/24/2024
589,1053,Apparel,South,658.86,6,64,Female,5/10/2024
590,1089,Sneakers,North,139.3,2,59,Non-Binary,5/19/2024
591,1106,Sneakers,South,444.55,1,55,Male,2/5/2024
592,1128,Accessories,South,2822.07,8,30,Non-Binary,5/5/2024
593,1073,Accessories,West,4186.05,10,47,Female,1/3/2024
594,1195,Sneakers,South,1868.8,4,45,Male,1/1/2024
595,1120,Apparel,South,564.85,6,60,Female,3/8/2024
596,1040,Sneakers,North,1417.48,4,45,Female,5/11/2024
597,1047,Home Goods,North,1520.86,9,61,Female,5/6/2024
598,1057,Sneakers,West,816.61,4,19,Non-Binary,3/24/2024
599,1057,Sneakers,East,174.65,1,62,Non-Binary,4/18/2024
600,1006,Accessories,East,801.8,3,67,Female,1/6/2024
601,1016,Home Goods,South,1130.06,3,20,Male,1/26/2024
602,1072,Home Goods,East,2371.94,9,39,Male,4/21/2024
603,1069,Accessories,North,1306.64,7,44,Male,3/3/2024
604,1014,Accessories,North,403.61,5,40,Female,2/7/2024
605,1084,Home Goods,West,971.81,3,29,Male,5/12/2024
606,1140,Sneakers,South,1207.29,7,44,Male,5/31/2024
607,1004,Apparel,West,124.18,1,21,Female,2/25/2024
608,1054,Apparel,West,1204.64,3,30,Non-Binary,2/9/2024
609,1186,Electronics,North,1483.79,5,58,Female,2/7/2024
610,1170,Apparel,East,1280.69,4,61,Female,5/21/2024
611,1099,Home Goods,North,1724.5,4,46,Female,5/29/2024
612,1143,Accessories,East,2534.54,10,63,Female,3/15/2024
613,1020,Apparel,North,1324.67,4,30,Non-Binary,5/14/2024
614,1028,Apparel,North,1404.37,6,67,Female,4/10/2024
615,1150,Electronics,West,1000.6,3,69,Non-Binary,2/21/2024
616,1037,Electronics,North,361.69,1,34,Non-Binary,5/31/2024
617,1187,Accessories,North,993.99,2,27,Non-Binary,5/20/2024
618,1192,Electronics,North,630.07,3,28,Male,2/27/2024
619,1031,Home Goods,North,304.03,2,68,Female,5/14/2024
620,1011,Apparel,West,1218.07,3,41,Female,4/30/2024
621,1000,Accessories,East,2161.22,9,53,Female,3/12/2024
622,1192,Electronics,East,1092.72,9,35,Male,2/10/2024
623,1136,Apparel,South,780.7,5,69,Non-Binary,2/27/2024
624,1179,Sneakers,West,4793.65,10,63,Non-Binary,5/25/2024
625,1046,Electronics,North,386.53,1,24,Non-Binary,1/22/2024
626,1149,Home Goods,North,1708.31,8,47,Non-Binary,3/6/2024
627,1009,Electronics,South,1165.42,3,61,Non-Binary,2/5/2024
628,1120,Apparel,North,91.54,2,27,Male,2/16/2024
629,1024,Electronics,North,138.78,1,65,Non-Binary,4/21/2024
630,1096,Electronics,South,250.37,1,26,Female,2/3/2024
631,1005,Sneakers,West,316.11,2,45,Male,2/20/2024
632,1102,Home Goods,South,466.07,1,22,Male,5/2/2024
633,1087,Electronics,East,1647.5,10,53,Non-Binary,2/2/2024
634,1021,Apparel,East,118.42,1,64,Non-Binary,2/13/2024
635,1026,Electronics,East,79.04,4,20,Female,4/26/2024
636,1163,Electronics,East,481.86,1,62,Non-Binary,5/13/2024
637,1030,Accessories,North,682.99,5,29,Non-Binary,5/7/2024
638,1133,Apparel,West,1275.76,5,30,Male,5/22/2024
639,1160,Sneakers,East,3687.16,8,68,Male,4/25/2024
640,1115,Electronics,East,61.75,1,32,Female,4/27/2024
641,1121,Electronics,North,3046.73,8,47,Non-Binary,4/5/2024
642,1128,Accessories,North,443.89,3,42,Female,2/19/2024
643,1029,Apparel,East,479.22,2,55,Female,4/30/2024
644,1165,Electronics,East,610.93,5,40,Male,4/10/2024
645,1163,Electronics,West,44.6,2,43,Non-Binary,3/10/2024
646,1190,Sneakers,West,640.06,4,49,Male,5/22/2024
647,1020,Apparel,East,1313.79,6,67,Non-Binary,1/16/2024
648,1115,Electronics,South,117.37,2,49,Female,5/16/2024
649,1197,Accessories,West,1218.97,4,69,Female,1/23/2024
650,1148,Sneakers,West,1213.14,9,32,Male,1/1/2024
651,1167,Sneakers,North,1434.69,4,34,Male,4/11/2024
652,1000,Accessories,West,3909.57,8,57,Female,1/22/2024
653,1167,Sneakers,North,153.09,4,24,Non-Binary,1/16/2024
654,1060,Sneakers,West,1748.41,4,55,Non-Binary,5/16/2024
655,1127,Accessories,West,1666.64,10,58,Female,4/14/2024
656,1125,Apparel,West,1383.98,4,57,Male,2/15/2024
657,1003,Home Goods,East,989.47,3,64,Female,5/1/2024
658,1026,Electronics,East,894.91,6,56,Male,3/13/2024
659,1056,Accessories,East,912.34,2,32,Non-Binary,1/28/2024
660,1088,Apparel,South,525.19,4,21,Female,3/14/2024
661,1159,Apparel,West,931.64,6,62,Female,1/31/2024
662,1033,Apparel,East,2348.07,7,44,Male,5/12/2024
663,1148,Sneakers,North,2973.07,6,60,Non-Binary,4/24/2024
664,1165,Electronics,East,750.98,3,63,Female,4/8/2024
665,1100,Accessories,West,1404.16,9,22,Male,2/8/2024
666,1149,Home Goods,East,587.74,3,52,Non-Binary,5/8/2024
667,1024,Electronics,South,371.58,4,59,Female,4/11/2024
668,1135,Accessories,East,3309.83,9,32,Female,3/25/2024
669,1106,Sneakers,North,2084.36,9,21,Non-Binary,1/27/2024
670,1149,Home Goods,North,606.19,3,52,Non-Binary,2/28/2024
671,1151,Accessories,South,504.74,7,44,Non-Binary,4/26/2024
672,1031,Home Goods,West,505.57,8,43,Male,1/9/2024
673,1038,Apparel,South,989.67,6,32,Non-Binary,1/27/2024
674,1050,Apparel,East,1078.23,6,23,Male,2/19/2024
675,1022,Apparel,West,463.67,4,28,Non-Binary,2/24/2024
676,1012,Electronics,North,185.02,5,60,Female,2/18/2024
677,1091,Sneakers,West,955.51,8,50,Female,2/17/2024
678,1179,Sneakers,West,1918.72,4,19,Non-Binary,2/16/2024
679,1186,Electronics,South,753.67,6,65,Male,5/31/2024
680,1177,Accessories,East,272.86,2,35,Female,1/12/2024
681,1018,Apparel,East,847.47,4,68,Non-Binary,4/12/2024
682,1098,Accessories,West,1876.38,6,64,Male,4/7/2024
683,1109,Accessories,North,87,1,65,Non-Binary,2/3/2024
684,1089,Sneakers,West,283.2,2,49,Female,3/13/2024
685,1195,Sneakers,North,14.41,1,67,Non-Binary,3/27/2024
686,1165,Electronics,West,115.2,10,24,Non-Binary,4/1/2024
687,1142,Sneakers,West,605.91,4,25,Male,1/26/2024
688,1106,Sneakers,South,148.11,3,60,Non-Binary,2/5/2024
689,1124,Apparel,South,1664.12,10,62,Non-Binary,3/9/2024
690,1014,Accessories,North,4178.29,10,42,Female,4/16/2024
691,1162,Sneakers,West,363.7,1,18,Female,4/6/2024
692,1033,Apparel,South,2104.57,8,47,Non-Binary,2/12/2024
693,1004,Apparel,West,1691.03,10,48,Non-Binary,1/11/2024
694,1137,Home Goods,West,713.32,4,25,Female,2/15/2024
695,1196,Home Goods,South,419.76,1,63,Male,3/7/2024
696,1132,Electronics,West,1855.08,4,21,Female,5/21/2024
697,1006,Accessories,North,2734.95,8,44,Male,2/6/2024
698,1003,Home Goods,West,490.16,9,58,Non-Binary,3/31/2024
699,1163,Electronics,South,1013.09,3,56,Non-Binary,5/31/2024
700,1006,Accessories,East,480.47,4,44,Non-Binary,2/10/2024
701,1113,Apparel,South,588.84,4,19,Female,2/26/2024
702,1043,Apparel,East,1990.21,4,18,Female,4/26/2024
703,1170,Apparel,East,407.14,9,66,Non-Binary,5/21/2024
704,1068,Apparel,East,709.44,10,31,Non-Binary,3/1/2024
705,1060,Sneakers,West,2506.84,6,33,Female,5/16/2024
706,1039,Accessories,North,2011.9,9,26,Male,3/28/2024
707,1148,Sneakers,West,4156.46,9,28,Non-Binary,1/28/2024
708,1065,Apparel,East,1886.59,6,49,Female,2/28/2024
709,1036,Home Goods,South,3638.6,10,41,Female,5/19/2024
710,1002,Home Goods,South,1708.31,4,49,Male,3/24/2024
711,1167,Sneakers,West,2220.71,5,39,Non-Binary,3/4/2024
712,1188,Electronics,West,1191.95,3,23,Female,3/12/2024
713,1149,Home Goods,South,653.26,4,23,Non-Binary,4/7/2024
714,1010,Sneakers,West,1158.02,7,44,Male,3/25/2024
715,1027,Sneakers,South,1046.89,3,51,Male,3/7/2024
716,1108,Electronics,East,3070.49,9,46,Male,5/20/2024
717,1024,Electronics,East,44.44,4,55,Male,2/1/2024
718,1197,Accessories,North,2645.07,6,29,Male,3/21/2024
719,1172,Sneakers,East,262.72,2,21,Male,3/28/2024
720,1118,Home Goods,North,1292.62,4,28,Female,5/21/2024
721,1033,Apparel,West,420.24,1,27,Male,2/7/2024
722,1015,Electronics,West,233.47,2,33,Non-Binary,2/6/2024
723,1158,Accessories,North,1493.17,5,70,Female,5/28/2024
724,1048,Apparel,West,278.68,8,49,Male,3/10/2024
725,1128,Accessories,West,982.03,3,46,Non-Binary,4/8/2024
726,1155,Apparel,East,2557.55,9,38,Male,1/22/2024
727,1102,Home Goods,West,424.92,1,48,Non-Binary,2/3/2024
728,1042,Sneakers,West,268.39,1,41,Male,5/12/2024
729,1057,Sneakers,North,3910.43,10,54,Female,4/11/2024
730,1110,Apparel,West,380.76,3,31,Non-Binary,3/28/2024
731,1194,Electronics,South,36.23,2,46,Female,1/1/2024
732,1136,Apparel,East,4135.31,10,67,Female,4/6/2024
733,1128,Accessories,South,1761.34,7,42,Male,2/4/2024
734,1064,Electronics,West,3244.34,10,59,Non-Binary,2/22/2024
735,1199,Accessories,East,1488.92,6,54,Female,2/8/2024
736,1092,Accessories,North,2842.06,6,21,Female,1/29/2024
737,1168,Accessories,South,66.98,1,27,Non-Binary,1/9/2024
738,1151,Accessories,West,488.67,1,59,Male,3/23/2024
739,1065,Apparel,East,912.73,3,28,Female,3/31/2024
740,1003,Home Goods,South,488.87,2,40,Female,3/31/2024
741,1166,Home Goods,South,1087.17,6,61,Female,1/22/2024
742,1135,Accessories,North,2753.61,7,69,Male,3/27/2024
743,1043,Apparel,North,100,9,44,Female,5/26/2024
744,1007,Sneakers,East,2433.74,9,70,Male,4/18/2024
745,1136,Apparel,North,2400.95,9,30,Non-Binary,3/28/2024
746,1197,Accessories,West,1358.75,3,47,Non-Binary,4/27/2024
747,1124,Apparel,East,651.82,5,18,Non-Binary,2/17/2024
748,1074,Home Goods,North,309.63,7,35,Non-Binary,2/23/2024
749,1072,Home Goods,South,577.78,9,25,Non-Binary,3/9/2024
750,1112,Apparel,East,3167.58,9,67,Non-Binary,2/14/2024
751,1111,Accessories,North,2116.54,10,20,Female,1/12/2024
752,1194,Electronics,East,2995.37,6,20,Female,1/14/2024
753,1087,Electronics,North,38.15,2,25,Female,5/27/2024
754,1089,Sneakers,North,1804.2,5,46,Male,5/30/2024
755,1140,Sneakers,North,2924.12,8,64,Non-Binary,3/21/2024
756,1115,Electronics,West,220.3,1,20,Female,3/15/2024
757,1063,Home Goods,South,257.7,2,67,Male,3/18/2024
758,1043,Apparel,East,991.86,6,44,Non-Binary,5/10/2024
759,1068,Apparel,East,102.73,3,50,Female,5/20/2024
760,1108,Electronics,West,151.97,3,69,Male,3/1/2024
761,1173,Home Goods,North,3209.82,9,37,Female,4/30/2024
762,1022,Apparel,East,2113.5,6,57,Non-Binary,3/20/2024
763,1059,Apparel,South,2940.48,10,69,Male,1/22/2024
764,1069,Accessories,East,1230.78,5,67,Female,5/30/2024
765,1188,Electronics,West,944.67,5,37,Male,5/21/2024
766,1017,Accessories,South,78.54,1,40,Non-Binary,2/15/2024
767,1019,Accessories,South,170.51,3,58,Female,2/8/2024
768,1019,Accessories,South,1311.81,7,32,Male,2/28/2024
769,1123,Accessories,South,1870.59,6,61,Non-Binary,3/15/2024
770,1124,Apparel,North,1819.32,5,18,Non-Binary,4/14/2024
771,1066,Electronics,North,2403.58,10,26,Female,1/8/2024
772,1142,Sneakers,North,2345.53,6,28,Female,1/9/2024
773,1165,Electronics,North,1608.53,10,26,Female,3/12/2024
774,1098,Accessories,South,1091.6,5,42,Non-Binary,2/5/2024
775,1048,Apparel,North,1039.87,6,68,Male,1/3/2024
776,1146,Home Goods,East,2992.18,7,41,Female,1/21/2024
777,1119,Home Goods,West,375.88,3,29,Non-Binary,4/9/2024
778,1105,Apparel,South,453.06,2,47,Female,2/22/2024
779,1166,Home Goods,West,456.21,3,43,Non-Binary,4/2/2024
780,1046,Electronics,West,776.67,2,39,Female,2/5/2024
781,1038,Apparel,South,4452.4,10,49,Non-Binary,3/20/2024
782,1028,Apparel,East,1190.97,4,25,Female,2/23/2024
783,1168,Accessories,North,4054.77,9,20,Male,1/20/2024
784,1009,Electronics,East,974.56,2,43,Non-Binary,1/18/2024
785,1137,Home Goods,East,658.86,5,45,Female,3/1/2024
786,1002,Home Goods,East,99.37,1,68,Male,4/26/2024
787,1131,Accessories,East,32.72,1,63,Female,3/9/2024
788,1123,Accessories,North,1740.15,5,68,Non-Binary,2/12/2024
789,1118,Home Goods,East,3714.88,10,30,Male,4/4/2024
790,1068,Apparel,North,399.12,3,28,Female,1/18/2024
791,1144,Sneakers,West,3895.63,8,24,Male,5/31/2024
792,1081,Apparel,South,2538.37,7,23,Male,5/19/2024
793,1102,Home Goods,North,905.06,2,43,Female,4/14/2024
794,1024,Electronics,East,1469.16,5,42,Female,5/26/2024
795,1079,Sneakers,West,2162.84,6,31,Non-Binary,1/7/2024
796,1030,Accessories,South,1085.8,7,51,Non-Binary,5/14/2024
797,1176,Home Goods,South,4190.88,9,28,Female,5/25/2024
798,1007,Sneakers,West,2245.09,6,26,Non-Binary,4/12/2024
799,1179,Sneakers,East,1666.35,6,67,Non-Binary,1/23/2024
800,1150,Electronics,West,394.56,7,65,Male,2/20/2024
801,1022,Apparel,South,1227.7,4,46,Female,5/23/2024
802,1127,Accessories,West,907.72,4,58,Female,1/26/2024
803,1016,Home Goods,West,1363.91,3,22,Female,2/18/2024
804,1115,Electronics,West,962.42,6,27,Male,4/29/2024
805,1085,Accessories,South,424.49,2,23,Male,3/12/2024
806,1184,Sneakers,West,2283.1,9,69,Female,5/27/2024
807,1014,Accessories,East,1675.24,9,32,Female,4/25/2024
808,1126,Electronics,East,284.94,1,37,Female,4/21/2024
809,1196,Home Goods,West,57.73,4,50,Male,5/1/2024
810,1047,Home Goods,East,2423.95,7,70,Male,1/12/2024
811,1100,Accessories,West,566.07,2,68,Male,3/2/2024
812,1039,Accessories,East,2692.86,9,58,Female,1/6/2024
813,1075,Accessories,West,1286.69,6,47,Female,4/3/2024
814,1169,Accessories,East,1276.62,4,53,Non-Binary,3/19/2024
815,1193,Electronics,South,3376.32,10,67,Non-Binary,3/22/2024
816,1074,Home Goods,North,493.55,3,57,Non-Binary,3/5/2024
817,1130,Electronics,North,3923.78,8,58,Female,5/1/2024
818,1138,Apparel,North,1015.43,7,52,Non-Binary,1/5/2024
819,1104,Electronics,North,1952.79,7,57,Female,2/11/2024
820,1130,Electronics,West,1572.25,4,24,Male,5/27/2024
821,1089,Sneakers,South,1783.36,4,61,Male,2/25/2024
822,1028,Apparel,North,922.67,6,66,Male,1/1/2024
823,1146,Home Goods,West,1413.69,8,40,Male,3/13/2024
824,1026,Electronics,West,1907.29,5,26,Female,1/25/2024
825,1087,Electronics,West,1674.53,7,22,Male,4/21/2024
826,1020,Apparel,North,1038.34,3,42,Male,3/16/2024
827,1047,Home Goods,West,1189.49,8,37,Male,5/26/2024
828,1086,Electronics,East,2659.55,9,55,Non-Binary,5/2/2024
829,1114,Home Goods,South,1806.01,6,43,Female,1/2/2024
830,1004,Apparel,West,853.84,2,30,Non-Binary,5/2/2024
831,1191,Electronics,South,4701.2,10,20,Non-Binary,3/28/2024
832,1144,Sneakers,North,2159.38,5,33,Male,3/12/2024
833,1183,Apparel,South,2387.13,6,65,Non-Binary,3/29/2024
834,1070,Accessories,West,3751.01,9,54,Non-Binary,2/14/2024
835,1140,Sneakers,North,958.19,3,23,Female,4/5/2024
836,1056,Accessories,South,639.73,6,43,Non-Binary,2/17/2024
837,1082,Accessories,North,3095.37,8,48,Female,2/14/2024
838,1133,Apparel,East,369.37,4,22,Female,1/20/2024
839,1106,Sneakers,West,1042.73,5,48,Male,4/24/2024
840,1199,Accessories,East,2052.57,5,34,Male,1/11/2024
841,1150,Electronics,North,733.43,4,55,Female,4/5/2024
842,1001,Sneakers,West,1629.42,4,50,Non-Binary,3/3/2024
843,1026,Electronics,West,668.54,5,23,Female,3/29/2024
844,1025,Sneakers,North,3612.69,8,51,Female,3/10/2024
845,1052,Sneakers,South,417.99,1,21,Female,4/17/2024
846,1076,Sneakers,South,105.57,1,61,Female,2/9/2024
847,1150,Electronics,North,1011.13,4,22,Male,3/2/2024
848,1097,Sneakers,South,2555.65,7,47,Female,3/3/2024
849,1167,Sneakers,East,2061.07,10,66,Non-Binary,1/27/2024
850,1130,Electronics,North,81.31,1,20,Male,2/9/2024
851,1003,Home Goods,West,227.88,8,40,Non-Binary,1/3/2024
852,1095,Home Goods,South,3860.57,9,64,Male,3/23/2024
853,1159,Apparel,West,1402.08,5,53,Male,5/14/2024
854,1091,Sneakers,South,3827.98,8,50,Male,3/24/2024
855,1115,Electronics,South,3696.43,9,67,Male,3/30/2024
856,1199,Accessories,South,4603.67,10,45,Non-Binary,3/1/2024
857,1181,Sneakers,North,4856.79,10,47,Non-Binary,4/20/2024
858,1100,Accessories,North,2888.08,6,24,Male,5/19/2024
859,1021,Apparel,East,430.66,1,38,Male,2/11/2024
860,1055,Apparel,South,2419.22,5,59,Male,2/27/2024
861,1126,Electronics,West,507.06,7,70,Non-Binary,4/17/2024
862,1024,Electronics,East,491.14,5,45,Non-Binary,2/18/2024
863,1146,Home Goods,East,2898.56,7,58,Female,4/16/2024
864,1183,Apparel,South,504.73,4,46,Female,2/23/2024
865,1070,Accessories,East,838.91,8,40,Male,4/3/2024
